GPA,Credits_Completed,Exam_Scores,Attendance_Percentage,Coding_Skills,Communication_Skills,Leadership_Skills,Clubs_Joined,Events_Participated,Internship_Completed,Internship_Duration_Months,Library_Visits_Per_Week,Online_Course_Hours_Per_Week,Employment_Competitiveness
2.4,84,62,66.5,4,1,7,0,3,1,10,12,8,Low
2.98,159,81,90.41,5,4,1,3,9,0,8,0,17,Low
2.13,43,65,56.53,9,3,5,1,4,0,1,2,4,High
3.16,53,50,98.15,4,4,2,3,7,0,10,3,16,Low
2.54,72,62,81.74,9,7,6,3,7,0,8,3,17,Low
3.6,155,60,94.35,9,9,7,1,1,0,0,2,0,Low
2.62,37,57,71.31,1,9,2,0,5,1,6,1,13,High
2.91,76,74,66.61,5,1,6,0,5,0,5,11,13,Medium
2.02,131,89,95.04,9,1,3,1,4,1,5,7,13,High
2.14,24,81,54.94,4,9,9,0,7,0,1,9,0,Low
2.78,32,73,55.86,5,4,4,4,9,0,0,12,3,Low
2.96,102,77,64.97,4,3,3,3,1,1,9,10,6,Low
3.2,48,63,97.99,2,9,3,4,1,0,7,1,11,Low
2.58,22,94,81.65,2,5,2,4,6,0,7,4,12,High
3.39,109,52,77.71,2,6,9,4,8,1,1,6,14,High
3.72,123,85,85.27,1,1,8,2,2,0,3,8,19,Medium
3.56,142,76,70.87,3,1,5,2,6,0,3,11,1,Low
2.08,95,69,87.9,1,7,9,4,2,0,1,2,13,Low
2.96,149,96,69.66,4,8,2,3,5,1,10,0,11,Low
2.21,127,64,91.32,1,8,6,4,2,0,8,14,12,Low
2.48,101,76,63.36,4,7,7,4,0,0,11,8,13,High
3.97,96,94,63.88,3,9,6,2,5,1,3,0,2,Medium
2.28,21,90,76.12,9,1,3,4,2,0,3,7,12,High
3.0,146,77,71.54,1,2,9,3,0,1,3,1,7,Medium
3.24,154,74,82.41,8,3,8,3,4,1,4,6,15,Medium
3.4,45,91,68.21,9,5,8,4,7,1,9,11,5,Low
3.12,107,93,61.53,7,4,8,3,7,1,11,2,10,Medium
2.02,35,95,73.49,1,4,9,4,7,0,11,5,14,High
2.65,92,82,78.05,4,8,1,2,2,0,7,5,18,Medium
3.04,51,95,57.13,1,8,8,4,7,1,3,3,1,High
2.18,34,63,77.84,4,7,2,0,3,0,2,7,10,Low
2.7,24,57,65.96,3,1,4,2,7,0,10,11,19,Medium
2.07,93,97,69.62,2,4,1,3,2,0,0,11,19,Medium
2.16,71,63,63.97,1,1,6,3,2,1,1,4,8,Medium
2.79,96,50,96.57,6,5,1,2,0,0,3,6,3,Low
2.27,129,65,84.17,7,3,5,0,7,1,8,12,16,Low
3.14,125,67,63.12,6,3,9,2,7,1,0,4,7,Low
3.38,146,56,82.25,9,4,1,1,8,0,5,12,15,Medium
3.6,26,64,92.43,9,2,9,0,5,0,5,11,0,Medium
2.4,59,73,70.08,2,7,4,2,1,1,9,3,9,Low
2.33,118,98,91.5,2,4,3,1,0,1,2,5,6,Medium
2.21,104,62,57.72,9,5,8,4,7,1,9,2,14,High
3.27,84,58,91.14,1,2,6,0,9,0,8,5,0,High
3.41,151,64,77.01,5,6,7,4,3,1,9,5,15,Medium
2.06,30,84,61.15,1,9,9,1,6,0,2,10,1,Low
3.87,127,73,70.36,7,8,5,3,9,0,0,10,2,High
2.1,45,82,99.4,9,8,2,3,3,0,1,5,14,High
3.08,104,65,89.18,6,2,3,3,0,0,3,13,17,Medium
3.42,142,57,78.75,2,4,3,4,7,1,3,13,14,High
3.74,87,78,55.76,6,8,4,0,9,1,1,10,3,Medium
3.43,123,72,70.89,9,1,7,4,8,1,9,2,2,Medium
3.6,99,94,63.15,3,8,6,4,9,1,5,12,6,High
2.68,72,80,53.55,9,3,3,3,8,1,5,7,19,Low
3.63,125,89,77.11,8,8,7,4,8,1,2,3,18,Medium
2.16,63,98,94.46,7,6,4,1,3,1,0,10,7,Medium
3.79,159,63,83.78,8,7,8,2,8,0,9,1,6,Medium
3.1,109,79,62.48,6,2,7,2,3,1,8,6,3,Medium
3.63,120,88,78.68,3,1,7,2,1,0,3,10,9,Medium
2.9,116,76,97.16,7,6,9,3,9,0,8,7,9,High
3.29,28,96,86.15,4,3,8,3,2,1,4,10,14,High
3.05,31,65,84.47,5,4,1,2,1,1,6,3,17,High
3.46,88,55,98.41,8,9,7,0,0,1,2,5,9,Medium
2.16,47,82,89.94,7,3,3,2,5,1,2,7,8,High
2.12,75,93,56.83,7,2,4,4,3,0,7,4,8,Low
2.49,118,67,67.38,8,2,6,2,6,0,0,8,15,Low
2.32,129,65,98.26,3,2,5,2,6,0,7,5,16,High
3.74,96,61,74.49,3,6,8,0,9,0,7,5,15,High
2.44,122,69,55.58,2,2,2,3,0,1,2,11,5,Medium
3.95,125,94,72.93,1,7,5,3,8,0,0,12,4,High
2.67,128,89,84.85,6,7,5,4,7,0,8,1,6,Medium
2.36,131,78,99.88,6,7,3,2,9,1,3,14,12,Medium
3.58,77,79,66.2,8,2,5,1,0,1,6,6,7,High
3.32,97,75,75.7,6,7,4,4,7,1,8,8,0,Medium
3.0,94,71,93.98,6,8,5,3,4,0,2,14,9,Medium
3.11,61,82,67.76,1,8,9,0,0,1,4,4,19,High
3.44,87,88,55.46,7,2,7,3,3,1,9,13,19,Low
2.46,52,96,97.45,7,5,1,3,6,0,10,4,0,Medium
3.99,90,78,74.42,9,6,3,0,4,1,2,11,19,Low
3.95,75,71,75.14,7,9,9,2,2,0,4,12,13,Low
3.3,124,94,81.06,8,6,4,2,3,1,10,10,14,Medium
2.4,120,62,50.18,4,6,4,3,1,1,1,4,5,Low
3.36,70,58,96.56,9,6,6,4,7,1,3,0,19,High
2.14,93,73,68.07,1,9,3,1,1,1,11,4,1,Low
2.06,140,64,69.85,8,7,3,4,5,0,1,9,6,Medium
2.52,24,85,58.71,3,1,9,4,6,0,2,7,19,Medium
2.93,102,62,68.91,1,1,5,3,6,0,4,14,18,Medium
3.74,70,76,90.2,2,4,7,3,0,1,8,2,4,High
3.45,29,93,90.0,6,2,5,1,7,0,2,8,7,Low
3.49,159,86,96.79,5,3,6,1,8,0,9,8,2,Low
2.85,23,56,70.16,3,7,8,1,6,1,5,5,12,Medium
2.69,114,57,85.44,9,7,8,3,7,0,3,3,5,Medium
2.74,99,86,75.36,8,3,2,3,3,0,3,14,13,Medium
3.98,55,90,90.2,3,2,9,4,7,0,10,3,6,Medium
2.08,44,63,85.63,2,1,6,3,2,1,9,10,10,Low
3.73,117,61,68.4,8,9,7,2,0,0,9,0,8,High
3.16,120,85,66.83,5,3,3,2,7,1,4,13,9,High
2.88,28,89,62.62,9,9,4,1,5,1,10,9,19,High
3.45,80,66,78.83,1,4,6,3,8,0,6,4,16,Medium
2.97,72,89,98.19,3,6,7,2,2,0,10,4,7,Medium
3.75,82,78,60.0,5,7,6,4,7,0,3,4,5,High
3.8,140,76,54.76,2,6,5,0,8,1,7,11,10,Medium
2.84,124,50,55.97,3,1,2,4,8,0,11,0,2,Medium
2.55,23,83,89.15,4,6,7,0,6,1,8,0,5,High
3.18,112,53,67.51,4,6,5,4,9,0,8,9,16,Medium
3.82,47,73,61.22,9,5,9,2,2,1,8,11,6,High
2.42,99,70,67.64,1,3,4,3,2,0,1,1,5,Medium
3.25,95,82,82.27,9,3,2,0,1,1,2,0,12,Low
3.26,135,56,77.34,9,7,7,3,0,1,4,12,13,Medium
3.47,88,50,87.18,6,8,7,3,1,1,11,14,18,Medium
2.26,117,90,66.95,1,3,1,2,4,0,0,7,7,High
3.43,20,52,72.6,6,3,5,1,0,1,3,11,12,High
3.82,115,93,55.1,8,7,3,1,9,1,10,11,19,High
2.36,36,64,53.65,5,7,9,0,3,1,4,3,8,High
2.48,131,80,73.11,5,9,9,2,9,0,8,5,4,Low
3.94,110,65,65.08,1,6,7,3,9,1,7,7,10,Medium
2.36,107,59,80.64,1,7,9,4,0,1,0,13,6,Medium
3.71,109,78,52.15,8,1,2,4,9,0,11,4,5,Low
2.98,68,55,56.09,5,7,8,0,7,1,2,5,11,Medium
2.49,57,78,93.26,8,2,1,0,4,0,2,3,11,High
3.74,151,66,78.32,2,7,3,0,9,0,10,5,5,High
2.89,78,71,85.6,4,3,8,2,3,0,5,5,3,Low
3.03,87,73,92.1,9,9,8,4,2,0,3,2,12,Low
2.72,149,66,73.19,3,5,8,2,8,1,3,3,11,High
3.19,68,70,88.05,6,7,7,2,5,0,0,5,14,High
2.33,145,99,76.23,7,8,2,3,0,1,11,7,7,High
2.78,130,60,61.14,3,2,3,2,7,0,9,12,12,High
3.94,67,56,66.88,1,1,9,2,9,1,11,13,10,High
2.52,70,91,74.52,2,7,2,3,1,1,10,13,10,High
3.31,62,88,65.84,7,6,7,1,8,1,3,6,10,Low
2.65,117,54,66.78,7,6,1,3,6,1,0,3,18,Medium
3.55,143,93,66.87,1,2,3,0,2,1,4,13,16,Medium
2.26,99,97,56.14,7,3,1,1,3,0,2,2,0,Medium
3.94,130,70,54.23,6,4,6,4,2,1,9,10,12,Low
2.91,46,67,52.32,6,3,4,2,5,1,4,14,19,Low
2.47,132,84,55.55,7,2,1,1,8,1,2,7,8,Medium
2.15,105,69,67.19,7,3,5,4,9,0,4,5,10,Low
2.34,133,64,79.69,1,6,4,3,8,0,3,11,8,Low
3.04,143,54,59.41,5,9,2,3,0,0,8,7,16,High
2.67,68,62,94.4,8,4,7,0,9,0,5,8,6,Low
3.66,95,61,90.42,8,6,8,0,5,0,11,8,7,High
2.86,74,70,76.03,3,1,4,1,0,0,9,9,1,High
2.5,75,86,86.21,3,6,9,2,3,1,1,10,13,Low
3.23,114,55,68.32,7,3,3,3,6,0,0,8,9,High
3.41,63,56,51.84,4,9,6,1,3,1,0,9,8,Medium
2.33,106,75,95.22,6,4,7,1,8,1,0,0,0,Low
2.34,103,91,56.39,9,7,7,1,9,1,8,11,11,High
2.07,35,97,97.4,2,4,6,0,4,1,4,13,13,High
3.47,56,57,78.59,2,6,9,3,8,1,3,2,18,Medium
3.33,96,58,65.28,6,7,1,0,0,1,9,8,10,Low
2.95,64,76,74.78,3,2,9,0,3,0,4,3,8,Low
3.69,81,53,75.08,1,6,9,1,6,1,8,9,16,High
3.61,119,70,51.16,2,8,4,4,1,0,2,11,19,Medium
3.17,71,80,67.77,7,6,5,4,8,1,2,1,5,Low
3.74,38,70,86.99,4,2,3,4,2,1,11,0,5,Low
2.41,128,89,75.5,2,4,7,1,3,1,1,13,19,Low
2.22,63,74,62.21,8,1,2,2,3,1,7,4,9,Low
2.54,26,88,66.76,4,7,8,3,7,0,6,13,9,Low
2.11,136,64,93.15,4,8,9,1,1,0,1,3,16,High
3.06,87,84,76.28,2,2,6,1,4,0,3,4,13,Medium
3.87,53,98,76.42,1,5,9,0,1,0,6,10,4,Medium
2.08,88,92,98.07,1,8,6,4,5,1,0,4,2,High
2.24,74,90,66.04,3,8,3,1,8,1,0,7,10,High
2.9,29,86,73.98,6,5,3,2,8,0,7,5,18,Low
3.87,61,91,90.59,7,8,2,3,0,1,5,2,19,Low
2.63,60,96,87.95,9,6,5,2,3,1,1,14,18,Medium
3.01,141,77,63.29,5,5,4,1,3,0,9,8,13,Medium
2.08,157,63,57.55,9,4,6,1,0,0,9,7,14,Low
2.3,29,53,85.04,8,5,5,0,9,1,0,8,2,Medium
3.97,121,69,62.88,1,4,6,2,1,0,2,3,2,High
3.93,147,83,96.13,3,1,4,0,5,1,11,12,8,Low
2.01,155,61,56.46,8,3,3,2,9,1,3,7,10,Medium
3.9,111,82,65.92,9,8,1,4,2,1,4,10,14,Low
3.28,132,73,52.74,4,7,5,4,8,1,10,2,16,Low
3.74,97,69,85.17,6,7,6,2,2,1,9,4,11,High
2.91,104,54,94.56,4,3,5,0,2,1,2,13,16,Medium
3.03,49,87,81.79,9,9,5,4,8,1,4,6,8,Medium
2.98,68,79,96.89,2,6,6,1,2,0,11,0,12,Low
3.33,28,73,56.43,6,8,4,3,5,0,6,13,7,High
2.28,88,92,54.39,3,8,4,0,5,0,10,0,5,Low
2.06,77,89,91.92,4,3,8,2,0,0,8,2,6,High
2.62,81,56,92.78,2,4,8,3,6,0,4,3,0,Medium
3.41,71,85,91.55,8,6,3,3,8,1,3,14,9,Medium
2.4,59,87,89.95,8,2,7,1,8,1,9,0,14,High
3.35,82,65,68.11,1,7,5,0,8,0,10,7,13,Low
3.94,69,64,60.87,6,2,5,3,1,1,8,1,3,Medium
2.19,97,95,96.44,1,5,3,0,0,0,7,10,3,High
3.35,116,72,65.35,6,4,2,1,5,1,4,4,8,High
2.89,62,61,69.92,7,9,3,2,5,1,8,12,14,Medium
3.74,55,78,84.98,2,2,7,3,3,1,10,13,11,Low
2.35,141,93,64.67,9,7,3,3,7,0,8,5,8,High
3.39,127,97,90.96,8,7,2,3,4,1,0,10,2,High
3.68,29,64,53.5,9,7,4,0,6,0,11,5,14,Low
3.89,114,78,89.56,4,1,5,3,8,1,5,5,10,Low
3.37,25,94,80.09,4,8,7,0,0,0,10,10,5,Medium
2.99,76,92,78.65,8,2,1,4,8,0,4,0,14,High
3.24,148,98,72.92,1,5,8,4,3,0,5,2,6,Medium
3.74,90,70,63.85,8,2,3,0,6,1,9,2,18,Medium
3.14,40,64,73.2,7,5,6,4,3,1,2,7,13,Low
2.06,111,63,72.5,7,7,4,1,3,1,2,5,3,High
3.86,146,91,79.19,9,6,5,1,3,1,9,1,0,Low
3.38,99,93,64.08,7,5,6,4,5,0,4,12,12,Low
3.35,75,65,53.88,2,4,2,2,4,1,6,13,10,High
2.43,135,64,57.25,1,8,3,0,1,0,3,0,17,Medium
3.32,44,91,84.96,1,8,8,4,8,0,5,3,8,Low
2.79,24,53,51.12,7,1,8,0,5,1,4,0,10,Low
3.3,139,76,92.82,5,2,1,4,9,0,1,4,5,High
2.21,40,72,84.72,4,3,8,1,5,1,10,11,15,High
3.32,37,78,88.4,5,1,2,2,8,1,11,10,4,Low
4.0,76,90,91.8,6,3,8,0,0,1,0,7,0,High
2.1,112,58,56.14,6,8,5,2,6,0,5,9,13,Low
3.95,38,92,91.12,1,4,1,1,2,1,4,1,18,High
2.81,147,92,75.23,2,7,8,3,3,0,8,7,5,Medium
3.74,116,56,94.28,3,7,5,3,0,1,11,12,11,Medium
3.56,150,91,94.33,4,5,1,0,2,1,6,7,6,High
3.13,40,53,51.21,6,1,4,1,6,1,0,5,9,Medium
3.48,59,54,69.14,9,4,1,0,5,0,9,7,9,Medium
3.76,86,54,76.32,2,7,9,0,0,0,5,12,12,High
2.81,146,60,83.92,8,5,2,0,8,0,10,1,6,High
2.65,74,90,64.31,9,2,8,2,3,1,6,6,18,Medium
3.34,128,77,62.61,2,8,4,4,6,1,2,11,0,Medium
3.62,117,65,69.06,9,2,9,1,3,0,8,7,14,High
3.52,131,90,75.05,7,8,2,2,6,1,10,3,13,Medium
3.6,134,79,97.56,9,2,3,4,4,1,10,13,12,Low
2.87,136,53,88.11,6,5,2,0,0,1,1,8,6,Low
3.64,106,51,71.47,2,4,5,3,3,1,0,10,11,Medium
2.24,100,95,52.72,8,1,1,2,2,0,9,5,7,Low
3.09,85,52,58.43,9,8,3,1,5,0,9,11,14,Low
2.01,38,99,72.8,8,3,1,1,5,0,11,2,16,High
2.65,154,70,90.69,2,4,8,4,0,0,8,12,11,High
2.73,137,55,69.03,8,4,4,2,1,1,6,3,12,High
2.79,61,92,76.92,3,5,3,0,1,0,9,11,7,Low
3.39,61,67,94.59,3,3,8,4,9,0,10,3,9,Low
2.78,78,93,95.69,9,9,9,1,3,1,0,0,6,High
2.9,39,54,60.79,9,4,8,2,8,0,3,13,1,Medium
2.48,92,58,52.18,9,4,6,3,1,1,9,12,15,High
2.75,36,69,65.27,4,6,3,0,7,1,2,9,3,Low
2.45,46,77,84.79,7,8,8,1,0,0,10,0,5,Medium
2.15,21,75,97.56,8,7,5,2,7,0,6,0,6,High
3.21,82,67,53.85,5,4,5,3,2,0,4,3,18,Medium
3.34,81,68,51.42,1,4,9,1,4,1,8,0,3,High
3.24,119,52,94.21,9,5,1,3,0,1,10,13,9,High
2.93,38,58,87.41,6,5,7,1,0,0,2,5,3,Low
2.76,36,85,99.61,3,1,8,4,5,1,10,13,19,Low
3.73,88,80,69.84,3,8,3,4,2,0,5,1,4,High
3.04,136,98,70.8,1,5,8,4,7,1,9,0,13,High
2.96,100,66,58.62,8,3,1,2,3,0,1,6,10,High
2.05,58,72,55.79,2,3,8,4,5,1,2,5,1,Medium
2.68,55,83,78.94,1,4,7,2,9,1,3,0,8,Medium
2.76,151,90,68.21,7,7,4,0,8,0,5,11,11,High
2.8,48,90,54.02,9,5,7,4,7,1,10,12,0,Medium
3.16,70,54,94.35,6,1,7,2,3,0,0,13,14,High
3.07,33,64,59.92,8,5,1,1,9,1,5,9,5,High
3.22,88,96,87.43,8,5,3,2,7,0,3,11,16,High
3.53,76,52,64.11,9,6,7,2,6,0,7,8,14,High
3.63,31,68,90.65,7,7,5,1,4,0,8,5,13,High
3.44,36,77,55.92,9,5,9,2,6,1,7,1,18,High
3.91,49,52,87.8,9,2,7,1,6,0,7,6,8,Low
2.04,107,87,54.91,1,2,3,3,9,1,1,2,2,High
2.39,118,53,72.35,6,4,1,4,1,0,9,13,14,High
2.02,42,73,86.7,8,1,5,0,6,1,1,14,16,Medium
3.29,148,80,58.66,9,7,5,2,2,0,5,6,1,Medium
3.8,98,94,64.28,4,1,7,1,7,1,4,13,3,Medium
2.49,51,94,93.24,2,3,1,4,7,1,5,8,13,High
3.85,28,60,94.26,9,7,2,2,8,1,8,4,10,High
2.12,34,86,52.25,9,6,6,4,3,0,11,0,11,High
3.87,46,50,58.4,8,7,8,3,9,0,9,4,15,Low
2.7,128,58,55.87,3,5,4,2,2,1,6,7,11,Low
2.2,95,66,58.98,5,8,3,1,8,1,4,7,1,Low
2.97,84,50,98.51,2,6,3,3,8,1,9,2,6,High
2.51,128,52,77.58,3,4,3,2,1,0,6,3,2,High
2.57,148,96,73.41,1,1,2,4,5,0,7,11,2,Low
2.61,29,75,99.22,4,2,1,3,2,1,10,7,12,Low
3.61,66,80,77.85,5,6,5,1,4,0,11,7,6,Medium
3.08,142,75,83.06,2,4,5,2,1,0,0,6,4,Low
2.62,78,72,66.64,3,3,5,4,3,0,9,5,4,Medium
3.22,115,79,69.11,6,7,4,4,2,0,10,3,19,Low
3.43,122,59,79.72,6,7,3,3,1,0,10,9,5,High
2.55,143,57,53.49,7,2,3,2,5,1,6,12,12,Low
2.83,105,93,62.79,9,8,2,4,2,1,3,8,6,Low
2.24,131,74,59.84,4,1,5,3,3,0,4,1,1,Medium
2.36,46,71,50.79,5,7,4,0,5,1,1,1,8,Medium
3.36,37,64,76.85,2,1,6,4,4,0,9,0,18,High
2.36,101,90,78.05,6,3,2,3,3,1,4,10,1,Medium
3.05,91,59,69.2,4,3,2,0,3,0,8,14,12,High
3.42,73,69,63.44,5,2,8,3,1,0,0,11,7,High
2.21,90,90,82.6,7,5,6,4,9,0,2,2,15,Medium
3.13,57,96,56.73,6,4,3,0,3,1,3,2,0,Low
2.51,156,72,75.93,8,6,5,3,7,1,8,3,10,High
3.93,54,50,88.4,6,2,3,2,4,1,1,2,7,High
2.97,101,51,58.21,8,4,2,0,9,0,6,9,19,Low
3.61,152,68,87.66,4,7,3,3,9,0,8,5,0,Medium
3.1,23,63,88.04,7,1,1,2,7,1,11,8,6,High
2.09,42,57,53.0,3,3,7,0,5,1,9,7,8,Medium
3.27,67,87,50.94,1,1,6,3,9,0,3,5,1,Medium
3.9,144,61,98.7,9,2,5,4,4,0,4,7,18,Medium
3.2,74,75,59.67,9,9,6,0,3,0,11,7,5,High
3.64,87,76,91.11,6,5,8,0,9,1,11,9,4,Low
3.77,107,78,78.09,2,4,3,2,8,0,11,5,12,High
2.46,20,64,63.22,8,4,3,3,9,0,9,1,9,Low
2.42,154,95,56.5,6,8,5,4,4,0,3,4,0,Medium
3.22,114,50,74.83,7,3,5,2,9,0,11,3,17,Medium
2.82,159,92,70.37,1,4,1,0,5,1,6,11,13,Low
3.68,125,77,84.94,3,2,4,2,6,0,7,5,11,Low
3.8,152,52,95.21,1,6,9,2,0,1,7,1,5,Medium
2.71,127,67,90.26,1,9,8,2,8,0,2,3,13,Medium
2.47,61,83,63.72,1,4,3,0,7,1,1,12,16,Low
3.56,121,81,93.95,4,6,5,1,4,1,5,7,6,Low
2.55,143,78,91.67,7,4,5,2,2,1,11,13,2,Medium
3.65,159,74,96.46,7,2,7,1,4,1,0,0,16,Medium
2.85,122,75,72.93,5,6,8,4,4,0,11,2,9,High
3.34,93,88,88.43,6,7,9,4,8,1,8,14,2,Low
2.19,127,57,79.58,2,4,7,4,6,1,6,3,15,Medium
3.25,141,68,65.53,5,7,2,3,1,0,7,1,5,High
2.9,36,96,99.72,7,8,8,0,4,1,6,11,3,High
3.17,90,91,51.92,9,3,8,1,8,1,4,1,19,High
2.34,81,71,58.11,6,2,2,3,1,0,4,5,8,High
3.47,60,78,94.63,4,5,6,1,7,1,6,5,6,Low
3.73,138,82,53.03,3,2,1,0,2,0,6,2,15,Medium
2.43,64,87,94.34,9,5,7,2,3,1,1,7,5,Low
2.19,77,94,85.76,7,6,2,3,1,1,1,11,11,High
2.05,145,95,51.83,6,8,5,0,8,1,6,2,2,Low
3.28,63,84,71.47,7,6,7,3,5,0,4,1,11,High
3.21,34,92,87.72,8,4,9,4,8,1,1,4,19,Medium
3.09,97,52,79.16,5,3,1,3,7,0,0,12,13,Low
2.46,89,68,96.79,3,2,9,2,8,1,8,6,13,Medium
2.78,120,59,93.38,3,1,5,2,4,1,10,0,8,High
3.19,22,76,66.63,2,2,6,1,5,1,7,1,3,High
2.99,105,64,54.23,8,2,8,3,6,1,1,1,19,Medium
3.98,93,60,97.21,1,5,2,4,4,0,1,7,14,Low
2.27,70,96,75.86,8,9,7,2,0,0,2,9,6,Medium
3.39,86,75,53.72,3,1,4,1,8,0,3,5,19,High
2.81,95,73,90.83,9,4,9,4,1,1,8,13,18,Low
2.86,112,62,93.43,2,7,6,4,6,0,11,12,5,Medium
3.44,26,81,81.97,9,3,7,4,7,0,5,12,18,Medium
3.38,32,86,72.38,6,8,6,0,7,1,2,14,6,Low
3.98,139,53,83.11,1,3,8,2,0,0,7,14,0,Low
2.26,85,62,85.33,5,8,6,0,9,1,5,12,6,Medium
2.21,23,58,94.65,9,2,7,0,6,1,7,3,2,High
3.45,157,98,97.79,6,5,8,2,8,0,9,3,5,Low
3.16,107,83,75.72,7,4,1,3,2,0,11,4,5,Medium
2.55,36,86,89.92,4,9,4,1,7,1,1,2,10,High
2.16,71,97,98.23,1,3,6,2,7,1,7,11,1,Low
2.17,153,56,57.56,5,5,1,1,8,1,10,13,5,Medium
3.79,88,50,50.91,2,9,4,3,7,1,4,3,17,High
2.38,156,61,93.45,8,6,6,2,4,0,9,11,13,Low
2.65,40,70,59.76,4,2,7,4,4,1,11,3,11,Low
2.45,43,60,52.12,1,1,6,2,2,0,3,6,8,Low
2.71,23,93,58.0,7,1,4,3,5,1,2,6,12,High
2.14,22,93,69.21,2,7,7,0,9,0,11,0,19,High
3.04,87,93,60.96,3,2,2,2,2,1,8,11,0,Medium
2.14,120,63,65.26,9,7,6,4,1,1,9,2,7,Low
3.6,73,83,98.76,9,1,5,2,6,0,6,14,8,Medium
2.47,54,83,85.22,2,4,2,0,9,1,6,8,16,Medium
3.08,75,74,85.61,3,4,9,2,2,0,5,5,12,High
3.76,127,53,54.73,9,5,7,4,3,1,8,5,3,Low
3.3,59,75,86.6,1,1,3,3,9,1,2,3,5,High
3.07,87,65,86.97,2,7,7,4,7,1,0,9,12,High
2.65,65,59,82.99,2,2,6,3,0,0,6,8,16,Medium
2.67,97,94,61.42,3,2,7,4,8,1,8,14,18,Low
3.34,25,51,71.15,3,8,4,1,5,0,5,13,7,Medium
3.99,36,84,92.31,2,9,8,2,1,1,9,11,16,Medium
3.32,118,68,83.51,8,6,8,2,2,0,1,2,16,High
3.12,100,55,86.64,8,1,7,0,4,0,7,7,14,High
3.46,21,68,79.37,8,1,7,1,5,1,8,12,0,Low
2.93,96,57,72.48,2,7,8,0,8,1,9,5,1,Medium
2.12,85,63,87.95,9,8,1,2,1,1,7,11,19,High
3.12,71,59,53.4,7,3,6,0,4,1,8,1,9,High
3.92,111,52,83.66,5,9,2,3,6,0,0,2,15,High
2.35,41,87,99.86,7,4,1,1,6,0,2,13,3,Low
3.38,130,78,89.01,8,4,7,4,3,1,2,0,7,Low
2.4,126,64,64.53,9,3,6,3,2,0,8,2,15,Low
3.07,86,72,63.89,2,8,5,4,7,1,2,3,6,High
2.19,159,72,83.36,6,9,5,0,1,1,9,14,4,Medium
2.9,88,67,94.79,9,1,9,2,4,1,0,13,7,Low
3.51,103,95,78.9,6,2,9,3,9,1,2,5,2,Low
2.7,122,68,76.37,2,1,6,1,4,1,1,9,2,High
3.33,58,77,58.02,1,4,3,4,0,0,8,13,17,Medium
3.59,32,75,85.77,3,7,7,3,6,1,0,6,3,High
3.85,60,59,85.11,5,7,4,2,3,0,10,2,3,High
2.47,76,96,98.35,7,6,5,1,9,1,1,13,14,High
2.8,31,53,65.01,3,5,7,1,1,1,0,10,14,High
2.3,32,51,87.82,9,4,7,4,7,1,8,12,3,Medium
3.98,139,52,71.7,4,8,8,3,3,1,6,6,1,Medium
3.85,116,56,77.92,2,7,1,3,0,0,0,12,2,Low
3.08,76,65,90.82,3,1,5,1,7,0,9,3,9,Low
3.68,59,80,61.1,5,6,9,0,6,1,11,0,0,Low
3.04,137,59,67.14,3,2,7,1,2,1,5,0,17,Low
3.25,99,68,88.67,5,4,2,2,2,1,4,7,4,High
2.18,147,77,78.52,4,5,1,3,6,1,9,9,8,High
3.51,54,66,54.62,3,8,8,4,1,0,10,6,19,High
2.26,22,77,71.51,6,6,9,3,4,0,4,3,5,Medium
3.65,139,68,79.33,8,2,5,1,6,1,3,0,18,High
3.56,24,86,95.48,4,5,6,2,5,0,2,5,8,Low
3.42,30,72,59.42,9,5,2,0,9,0,7,10,17,High
2.07,145,69,90.3,6,6,5,3,6,1,6,11,14,Medium
2.61,90,62,56.53,5,1,4,1,1,0,4,10,14,Medium
2.53,136,62,62.11,3,8,8,1,6,1,11,9,13,High
2.72,157,92,62.17,5,3,8,1,1,0,8,6,2,High
2.18,125,60,93.87,5,5,5,2,6,0,11,5,7,Medium
3.87,135,97,59.95,4,7,8,1,7,1,6,11,18,High
3.11,86,64,89.35,6,3,6,1,9,0,9,5,10,Medium
2.61,50,66,73.09,3,6,6,1,7,0,1,7,3,Medium
2.79,94,99,99.95,1,5,4,3,4,0,6,13,14,Medium
2.89,90,77,91.95,7,7,3,1,6,0,6,14,9,Low
3.2,85,68,86.99,7,3,9,2,7,0,3,5,19,Medium
3.03,89,53,93.54,4,2,5,3,3,1,11,1,10,High
3.84,60,71,81.7,9,4,4,1,1,1,11,6,8,Low
2.99,39,71,92.18,2,3,6,0,6,0,7,12,16,Low
3.98,159,86,63.06,1,4,4,2,0,1,3,9,8,High
3.7,58,88,54.89,3,7,6,0,1,0,6,13,8,Medium
2.42,64,83,80.8,7,5,8,2,9,0,3,12,8,Low
3.86,158,82,71.73,9,4,8,0,6,1,7,3,1,High
2.23,89,93,71.32,2,6,6,1,9,0,2,10,12,Low
3.63,144,91,76.34,6,7,1,0,0,1,1,10,0,Medium
2.76,110,89,68.07,3,5,1,0,6,0,9,2,5,High
3.76,89,82,81.3,5,7,3,2,4,0,5,7,5,Low
3.74,149,61,51.53,9,3,2,1,2,1,6,9,15,Low
3.61,103,51,98.49,3,7,1,2,1,0,6,11,11,High
3.58,108,77,96.24,1,3,1,1,6,1,5,11,14,High
2.61,98,59,96.76,5,6,6,4,8,1,10,4,6,Medium
